,Sample,X18S,Nosema,Transect.ID,Individual.ID,Year,Site,Visit,Site_Visit,Lat,Long,Date_Collected,Type,Family,Genus,Species,Code,Sex,VisitDur,VisitNum,VisitRichnessPerFlower,APIS_visits,BOMB_visits,PEPO_visits,Other1_visits,Other2_visits,Native_visits,APIS_freq,BOMB_freq,PEPO_freq,Other1_freq,Other2_freq,Native_freq,APIS_rate,BOMB_rate,PEPO_rate,Other1_rate,Other2_rate,APIS_dur,APIS_dur2,APIS_dur3,APIS_dur4,APIS_dur5,APIS_visitdur,APIS_visitdur2,APIS_visitdur3,APIS_visitdur4,APIS_visitdur5,BOMB_dur,BOMB_dur2,BOMB_dur3,BOMB_dur4,BOMB_dur5,BOMB_visitdur,BOMB_visitdur2,BOMB_visitdur3,BOMB_visitdur4,BOMB_visitdur5,PEPO_dur,PEPO_dur2,PEPO_dur3,PEPO_dur4,PEPO_dur5,PEPO_visitdur,PEPO_visitdur2,PEPO_visitdur3,PEPO_visitdur4,PEPO_visitdur5,Other1_dur,Other1_dur2,Other1_dur3,Other1_dur4,Other1_dur5,Other1_visitdur,Other1_visitdur2,Other1_visitdur3,Other1_visitdur4,Other1_visitdur5,Other2_dur,Other2_dur2,Other2_dur3,Other2_dur4,Other2_dur5,Other2_visitdur,Other2_visitdur2,Other2_visitdur3,Other2_visitdur4,Other2_visitdur5,VisitShannon
13,2358,1,1,BP16B1N,BP16B1N-43,2016,BP,1,BP1,42.5732,-84.38707,8/10/2016,Bee,Apidae,Bombus,impatiens,BOIM,Female,195.25,7.375,2.5,1.875,3.25,0.625,1.75,1.125,5,0.291666666666667,0.491937229437229,0.0553571428571429,0.279166666666667,0.223809523809524,0.771103896103896,0.059682192,0.104691843625,0.019343801875,0.0545844426817709,0.0352406408858304,46.25,10,0.625,9.875,25.75,12.7380952380952,4.95238095238095,0.3125,1.89880952380952,5.57440476190476,94.625,5,0,8.25,80.875,15.4916666666667,0.890625,0,1.43020833333333,13.1083333333333,7,0.625,0,1.75,4.625,3.33333333333333,0.208333333333333,0,0.75,2.375,42.5,21.625,6.625,4.625,9.625,11.3809523809524,6.875,2.11309523809524,0.708333333333333,1.68452380952381,35.5,21.625,6.625,4.625,9.625,15.28125,10.1875,3.1875,1.21875,2.8125,0.652935063363089
14,2374,1,1,BP16C1N,BP16C1N-59,2016,BP,1,BP1,42.5732,-84.38707,8/10/2016,Bee,Apidae,Bombus,impatiens,BOIM,Female,195.25,7.375,2.5,1.875,3.25,0.625,1.75,1.125,5,0.291666666666667,0.491937229437229,0.0553571428571429,0.279166666666667,0.223809523809524,0.771103896103896,0.059682192,0.104691843625,0.019343801875,0.0545844426817709,0.0352406408858304,46.25,10,0.625,9.875,25.75,12.7380952380952,4.95238095238095,0.3125,1.89880952380952,5.57440476190476,94.625,5,0,8.25,80.875,15.4916666666667,0.890625,0,1.43020833333333,13.1083333333333,7,0.625,0,1.75,4.625,3.33333333333333,0.208333333333333,0,0.75,2.375,42.5,21.625,6.625,4.625,9.625,11.3809523809524,6.875,2.11309523809524,0.708333333333333,1.68452380952381,35.5,21.625,6.625,4.625,9.625,15.28125,10.1875,3.1875,1.21875,2.8125,0.652935063363089
15,2379,1,1,BP16C1N,BP16C1N-64,2016,BP,1,BP1,42.5732,-84.38707,8/10/2016,Bee,Apidae,Bombus,impatiens,BOIM,Female,195.25,7.375,2.5,1.875,3.25,0.625,1.75,1.125,5,0.291666666666667,0.491937229437229,0.0553571428571429,0.279166666666667,0.223809523809524,0.771103896103896,0.059682192,0.104691843625,0.019343801875,0.0545844426817709,0.0352406408858304,46.25,10,0.625,9.875,25.75,12.7380952380952,4.95238095238095,0.3125,1.89880952380952,5.57440476190476,94.625,5,0,8.25,80.875,15.4916666666667,0.890625,0,1.43020833333333,13.1083333333333,7,0.625,0,1.75,4.625,3.33333333333333,0.208333333333333,0,0.75,2.375,42.5,21.625,6.625,4.625,9.625,11.3809523809524,6.875,2.11309523809524,0.708333333333333,1.68452380952381,35.5,21.625,6.625,4.625,9.625,15.28125,10.1875,3.1875,1.21875,2.8125,0.652935063363089
16,4209,1,1,BP16C2N,BP16C2N-96,2016,BP,2,BP2,42.5732,-84.38707,8/26/2016,Bee,Apidae,Apis,mellifera,APME,Female,804,18.5,2.25,1.625,15.25,0.75,1.75,1,17,0.0808035714285714,0.799553571428571,0.030952380952381,0.125595238095238,0.0946428571428571,0.92514880952381,0.049639584875,0.472467142375,0.02240535225,0.0538852843886982,0.0314799321393888,155.625,12.125,1.625,4.125,137.75,55.9270833333333,3.10416666666667,0.270833333333333,2.10416666666667,50.4479166666667,466.75,14.625,1.375,53.125,397.625,23.6420755693582,0.764057971014493,0.06875,3.57565217391304,19.2336154244306,41.375,6.375,0.625,1.875,32.5,18.25,2.25,0.15625,0.625,15.21875,138,22.875,2.375,80.25,32.5,26.2416666666667,5.58333333333333,0.5,13.7958333333333,6.3625,96.625,22.875,2.375,80.25,32.5,45.4583333333333,8.66666666666667,1.08333333333333,39.6041666666667,11.5208333333333,0.451389617015414
17,4120,1,0,BP16A2N,BP16A2N-7,2016,BP,2,BP2,42.5732,-84.38707,8/26/2016,Bee,Apidae,Apis,mellifera,APME,Female,804,18.5,2.25,1.625,15.25,0.75,1.75,1,17,0.0808035714285714,0.799553571428571,0.030952380952381,0.125595238095238,0.0946428571428571,0.92514880952381,0.049639584875,0.472467142375,0.02240535225,0.0538852843886982,0.0314799321393888,155.625,12.125,1.625,4.125,137.75,55.9270833333333,3.10416666666667,0.270833333333333,2.10416666666667,50.4479166666667,466.75,14.625,1.375,53.125,397.625,23.6420755693582,0.764057971014493,0.06875,3.57565217391304,19.2336154244306,41.375,6.375,0.625,1.875,32.5,18.25,2.25,0.15625,0.625,15.21875,138,22.875,2.375,80.25,32.5,26.2416666666667,5.58333333333333,0.5,13.7958333333333,6.3625,96.625,22.875,2.375,80.25,32.5,45.4583333333333,8.66666666666667,1.08333333333333,39.6041666666667,11.5208333333333,0.451389617015414
18,4215,1,1,BP16C2N,BP16C2N-102,2016,BP,2,BP2,42.5732,-84.38707,8/26/2016,Bee,Apidae,Apis,mellifera,APME,Female,804,18.5,2.25,1.625,15.25,0.75,1.75,1,17,0.0808035714285714,0.799553571428571,0.030952380952381,0.125595238095238,0.0946428571428571,0.92514880952381,0.049639584875,0.472467142375,0.02240535225,0.0538852843886982,0.0314799321393888,155.625,12.125,1.625,4.125,137.75,55.9270833333333,3.10416666666667,0.270833333333333,2.10416666666667,50.4479166666667,466.75,14.625,1.375,53.125,397.625,23.6420755693582,0.764057971014493,0.06875,3.57565217391304,19.2336154244306,41.375,6.375,0.625,1.875,32.5,18.25,2.25,0.15625,0.625,15.21875,138,22.875,2.375,80.25,32.5,26.2416666666667,5.58333333333333,0.5,13.7958333333333,6.3625,96.625,22.875,2.375,80.25,32.5,45.4583333333333,8.66666666666667,1.08333333333333,39.6041666666667,11.5208333333333,0.451389617015414
19,4207,1,1,BP16C2N,BP16C2N-94,2016,BP,2,BP2,42.5732,-84.38707,8/26/2016,Bee,Apidae,Apis,mellifera,APME,Female,804,18.5,2.25,1.625,15.25,0.75,1.75,1,17,0.0808035714285714,0.799553571428571,0.030952380952381,0.125595238095238,0.0946428571428571,0.92514880952381,0.049639584875,0.472467142375,0.02240535225,0.0538852843886982,0.0314799321393888,155.625,12.125,1.625,4.125,137.75,55.9270833333333,3.10416666666667,0.270833333333333,2.10416666666667,50.4479166666667,466.75,14.625,1.375,53.125,397.625,23.6420755693582,0.764057971014493,0.06875,3.57565217391304,19.2336154244306,41.375,6.375,0.625,1.875,32.5,18.25,2.25,0.15625,0.625,15.21875,138,22.875,2.375,80.25,32.5,26.2416666666667,5.58333333333333,0.5,13.7958333333333,6.3625,96.625,22.875,2.375,80.25,32.5,45.4583333333333,8.66666666666667,1.08333333333333,39.6041666666667,11.5208333333333,0.451389617015414
20,4151,1,1,BP16B2N,BP16B2N-38,2016,BP,2,BP2,42.5732,-84.38707,8/26/2016,Bee,Apidae,Apis,mellifera,APME,Female,804,18.5,2.25,1.625,15.25,0.75,1.75,1,17,0.0808035714285714,0.799553571428571,0.030952380952381,0.125595238095238,0.0946428571428571,0.92514880952381,0.049639584875,0.472467142375,0.02240535225,0.0538852843886982,0.0314799321393888,155.625,12.125,1.625,4.125,137.75,55.9270833333333,3.10416666666667,0.270833333333333,2.10416666666667,50.4479166666667,466.75,14.625,1.375,53.125,397.625,23.6420755693582,0.764057971014493,0.06875,3.57565217391304,19.2336154244306,41.375,6.375,0.625,1.875,32.5,18.25,2.25,0.15625,0.625,15.21875,138,22.875,2.375,80.25,32.5,26.2416666666667,5.58333333333333,0.5,13.7958333333333,6.3625,96.625,22.875,2.375,80.25,32.5,45.4583333333333,8.66666666666667,1.08333333333333,39.6041666666667,11.5208333333333,0.451389617015414
21,4217,1,1,BP16C2N,BP16C2N-104,2016,BP,2,BP2,42.5732,-84.38707,8/26/2016,Bee,Apidae,Apis,mellifera,APME,Female,804,18.5,2.25,1.625,15.25,0.75,1.75,1,17,0.0808035714285714,0.799553571428571,0.030952380952381,0.125595238095238,0.0946428571428571,0.92514880952381,0.049639584875,0.472467142375,0.02240535225,0.0538852843886982,0.0314799321393888,155.625,12.125,1.625,4.125,137.75,55.9270833333333,3.10416666666667,0.270833333333333,2.10416666666667,50.4479166666667,466.75,14.625,1.375,53.125,397.625,23.6420755693582,0.764057971014493,0.06875,3.57565217391304,19.2336154244306,41.375,6.375,0.625,1.875,32.5,18.25,2.25,0.15625,0.625,15.21875,138,22.875,2.375,80.25,32.5,26.2416666666667,5.58333333333333,0.5,13.7958333333333,6.3625,96.625,22.875,2.375,80.25,32.5,45.4583333333333,8.66666666666667,1.08333333333333,39.6041666666667,11.5208333333333,0.451389617015414
22,4148,1,1,BP16B2N,BP16B2N-35,2016,BP,2,BP2,42.5732,-84.38707,8/26/2016,Bee,Apidae,Apis,mellifera,APME,Female,804,18.5,2.25,1.625,15.25,0.75,1.75,1,17,0.0808035714285714,0.799553571428571,0.030952380952381,0.125595238095238,0.0946428571428571,0.92514880952381,0.049639584875,0.472467142375,0.02240535225,0.0538852843886982,0.0314799321393888,155.625,12.125,1.625,4.125,137.75,55.9270833333333,3.10416666666667,0.270833333333333,2.10416666666667,50.4479166666667,466.75,14.625,1.375,53.125,397.625,23.6420755693582,0.764057971014493,0.06875,3.57565217391304,19.2336154244306,41.375,6.375,0.625,1.875,32.5,18.25,2.25,0.15625,0.625,15.21875,138,22.875,2.375,80.25,32.5,26.2416666666667,5.58333333333333,0.5,13.7958333333333,6.3625,96.625,22.875,2.375,80.25,32.5,45.4583333333333,8.66666666666667,1.08333333333333,39.6041666666667,11.5208333333333,0.451389617015414
23,4117,1,1,BP16A2N,BP16A2N-4,2016,BP,2,BP2,42.5732,-84.38707,8/26/2016,Bee,Apidae,Apis,mellifera,APME,Female,804,18.5,2.25,1.625,15.25,0.75,1.75,1,17,0.0808035714285714,0.799553571428571,0.030952380952381,0.125595238095238,0.0946428571428571,0.92514880952381,0.049639584875,0.472467142375,0.02240535225,0.0538852843886982,0.0314799321393888,155.625,12.125,1.625,4.125,137.75,55.9270833333333,3.10416666666667,0.270833333333333,2.10416666666667,50.4479166666667,466.75,14.625,1.375,53.125,397.625,23.6420755693582,0.764057971014493,0.06875,3.57565217391304,19.2336154244306,41.375,6.375,0.625,1.875,32.5,18.25,2.25,0.15625,0.625,15.21875,138,22.875,2.375,80.25,32.5,26.2416666666667,5.58333333333333,0.5,13.7958333333333,6.3625,96.625,22.875,2.375,80.25,32.5,45.4583333333333,8.66666666666667,1.08333333333333,39.6041666666667,11.5208333333333,0.451389617015414
24,4200,1,1,BP16B2N,BP16B2N-87,2016,BP,2,BP2,42.5732,-84.38707,8/26/2016,Bee,Apidae,Bombus,impatiens,BOIM,Female,804,18.5,2.25,1.625,15.25,0.75,1.75,1,17,0.0808035714285714,0.799553571428571,0.030952380952381,0.125595238095238,0.0946428571428571,0.92514880952381,0.049639584875,0.472467142375,0.02240535225,0.0538852843886982,0.0314799321393888,155.625,12.125,1.625,4.125,137.75,55.9270833333333,3.10416666666667,0.270833333333333,2.10416666666667,50.4479166666667,466.75,14.625,1.375,53.125,397.625,23.6420755693582,0.764057971014493,0.06875,3.57565217391304,19.2336154244306,41.375,6.375,0.625,1.875,32.5,18.25,2.25,0.15625,0.625,15.21875,138,22.875,2.375,80.25,32.5,26.2416666666667,5.58333333333333,0.5,13.7958333333333,6.3625,96.625,22.875,2.375,80.25,32.5,45.4583333333333,8.66666666666667,1.08333333333333,39.6041666666667,11.5208333333333,0.451389617015414
25,4173,1,1,BP16B2N,BP16B2N-60,2016,BP,2,BP2,42.5732,-84.38707,8/26/2016,Bee,Apidae,Bombus,impatiens,BOIM,Female,804,18.5,2.25,1.625,15.25,0.75,1.75,1,17,0.0808035714285714,0.799553571428571,0.030952380952381,0.125595238095238,0.0946428571428571,0.92514880952381,0.049639584875,0.472467142375,0.02240535225,0.0538852843886982,0.0314799321393888,155.625,12.125,1.625,4.125,137.75,55.9270833333333,3.10416666666667,0.270833333333333,2.10416666666667,50.4479166666667,466.75,14.625,1.375,53.125,397.625,23.6420755693582,0.764057971014493,0.06875,3.57565217391304,19.2336154244306,41.375,6.375,0.625,1.875,32.5,18.25,2.25,0.15625,0.625,15.21875,138,22.875,2.375,80.25,32.5,26.2416666666667,5.58333333333333,0.5,13.7958333333333,6.3625,96.625,22.875,2.375,80.25,32.5,45.4583333333333,8.66666666666667,1.08333333333333,39.6041666666667,11.5208333333333,0.451389617015414
26,4166,1,1,BP16B2N,BP16B2N-53,2016,BP,2,BP2,42.5732,-84.38707,8/26/2016,Bee,Apidae,Bombus,impatiens,BOIM,Female,804,18.5,2.25,1.625,15.25,0.75,1.75,1,17,0.0808035714285714,0.799553571428571,0.030952380952381,0.125595238095238,0.0946428571428571,0.92514880952381,0.049639584875,0.472467142375,0.02240535225,0.0538852843886982,0.0314799321393888,155.625,12.125,1.625,4.125,137.75,55.9270833333333,3.10416666666667,0.270833333333333,2.10416666666667,50.4479166666667,466.75,14.625,1.375,53.125,397.625,23.6420755693582,0.764057971014493,0.06875,3.57565217391304,19.2336154244306,41.375,6.375,0.625,1.875,32.5,18.25,2.25,0.15625,0.625,15.21875,138,22.875,2.375,80.25,32.5,26.2416666666667,5.58333333333333,0.5,13.7958333333333,6.3625,96.625,22.875,2.375,80.25,32.5,45.4583333333333,8.66666666666667,1.08333333333333,39.6041666666667,11.5208333333333,0.451389617015414
27,4222,1,1,BP16C2N,BP16C2N-109,2016,BP,2,BP2,42.5732,-84.38707,8/26/2016,Bee,Apidae,Bombus,impatiens,BOIM,Female,804,18.5,2.25,1.625,15.25,0.75,1.75,1,17,0.0808035714285714,0.799553571428571,0.030952380952381,0.125595238095238,0.0946428571428571,0.92514880952381,0.049639584875,0.472467142375,0.02240535225,0.0538852843886982,0.0314799321393888,155.625,12.125,1.625,4.125,137.75,55.9270833333333,3.10416666666667,0.270833333333333,2.10416666666667,50.4479166666667,466.75,14.625,1.375,53.125,397.625,23.6420755693582,0.764057971014493,0.06875,3.57565217391304,19.2336154244306,41.375,6.375,0.625,1.875,32.5,18.25,2.25,0.15625,0.625,15.21875,138,22.875,2.375,80.25,32.5,26.2416666666667,5.58333333333333,0.5,13.7958333333333,6.3625,96.625,22.875,2.375,80.25,32.5,45.4583333333333,8.66666666666667,1.08333333333333,39.6041666666667,11.5208333333333,0.451389617015414
